label,label_A,label_CH,label_CR,label_J,label_LAW,label_LTD,label_TER,label_USE,sentences,document
0,0,0,0,0,0,0,0,0,such/JJ prohibited/VBN use/NN violates/VBZ these/DT terms/NNS and/CC may/MD be/VB a/DT violation/NN of/IN the/DT copyrights/NNS and/or/CC trademarks/NNS protected/VBN by/IN law/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"you/PRP may/MD access/VB and/CC display/VB material/NNP and/CC all/DT other/JJ content/NN displayed/VBD on/IN our/PRP$ services/NNPS for/IN non-commercial/JJ ,/, personal/JJ ,/, entertainment/NN use/NN on/IN any/DT computer/NN ,/, tablet/NN ,/, smart/JJ watch/NN ,/, or/CC mobile/JJ device/NN you/PRP own/VBP or/CC control/VBP ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"the/DT material/NNP and/CC all/DT other/JJ content/NN on/IN this/DT service/NN may/MD not/RB otherwise/RB be/VB copied/VBN ,/, reproduced/VBN ,/, republished/VBN ,/, uploaded/VBN ,/, posted/VBN ,/, transmitted/VBN ,/, distributed/VBN ,/, or/CC used/VBN in/IN any/DT way/NN unless/IN specifically/RB authorized/VBN by/IN viber/NNP ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"also/RB ,/, decompiling/NN ,/, reverse/JJ engineering/NN ,/, disassembling/VBG ,/, or/CC otherwise/RB reducing/VBG the/DT code/NN used/VBN in/IN any/DT software/NN on/IN this/DT service/NN into/IN a/DT readable/JJ form/NN in/IN order/NN to/TO examine/VB the/DT construction/NN of/IN such/JJ software/NN and/or/CC to/TO copy/VB or/CC create/VB other/JJ products/NNS based/VBN -lrb-/-LRB- in/IN whole/JJ or/CC in/IN part/NN -rrb-/-RRB- on/IN such/JJ software/NN ,/, is/VBZ prohibited/VBN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"you/PRP may/MD not/RB rent/VB ,/, lease/NN ,/, lend/VBP ,/, sell/VBP ,/, redistribute/VBP or/CC sublicense/VBP the/DT material/NN and/or/CC the/DT services/NNPS ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,call/NNP services/NNP ;/: premium/NNP services/NNPS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"as/IN part/NN of/IN our/PRP$ service/NNP ,/, we/PRP offer/VBP you/PRP to/TO call/VB your/PRP$ friends/NNS who/WP use/VBP viber/NNP ,/, through/IN our/PRP$ service/NNP ,/, free/JJ of/IN charge/NN -lrb-/-LRB- calls/NNS use/VB your/PRP$ data/NNS plan/VBP unless/IN connected/VBN to/TO wifi/NNP -rrb-/-RRB- ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"viber/NNP also/RB offers/VBZ you/PRP the/DT opportunity/NN to/TO become/VB a/DT premium/NN ``/`` viber/NNP out/IN ''/'' user/NN ,/, which/WDT allows/VBZ you/PRP to/TO call/VB non-viber/JJ users/NNS -lrb-/-LRB- landlines/NNS or/CC mobiles/NNS -rrb-/-RRB- around/IN the/DT world/NN at/IN such/JJ rates/NNS as/IN presented/VBN herein/RB https://account.viber.com/en/rates//RB ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"in/IN addition/NN ,/, you/PRP are/VBP allowing/VBG certain/JJ incoming/JJ calls/NNS generated/VBD outside/IN the/DT viber/NNP network/NN ,/, by/IN your/PRP$ friends/NNS or/CC other/JJ people/NNS calling/VBG your/PRP$ number/NN ,/, to/TO be/VB received/VBN by/IN your/PRP$ mobile/JJ device/NN or/CC desktop/NN through/IN the/DT licensed/VBN application/NN -lrb-/-LRB- hereinafter/NN :/: ``/`` viber/NNP in/NNP ''/'' -rrb-/-RRB- ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,``/`` viber/NNP in/NNP ''/'' is/VBZ provided/VBN to/TO you/PRP for/IN free/JJ and/CC you/PRP may/MD disable/VB the/DT `/`` viber/NNP in/NNP '/POS service/NN at/IN any/DT time/NN by/IN changing/VBG the/DT application/NN settings/NNS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,charges/NNS for/IN viber/NNP out/IN service/NNP and/CC other/JJ products/NNPS or/CC features/NNPS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,8.1/CD calling/VBG non-viber/JJ phone/NN numbers/NNS and/CC premium/NN rate/NN numbers/NNS with/IN viber/NNP credit/NNP :/: ,Viber.txt
1,0,1,0,0,0,0,0,0,8.1.1/CD the/DT rates/NNS for/IN calling/VBG landlines/NNS and/CC mobile/JJ phones/NNS outside/IN of/IN the/DT viber/NNP community/NN consist/VBP of/IN a/DT per-minute/JJ rate/NN as/IN set/VBN out/RP on/IN http://account.viber.com//NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"after/IN a/DT 4-hour/JJ call/NN duration/NN ,/, the/DT call/NN will/MD be/VB disconnected/VBN and/CC require/VB a/DT re-dial/JJ ./. ",Viber.txt
1,0,1,0,0,0,0,0,0,8.1.2/CD viber/NNP may/MD change/VB the/DT rates/NNS for/IN calling/VBG phones/NNS at/IN any/DT time/NN without/IN notice/NN to/TO you/PRP by/IN posting/VBG such/JJ change/NN at/IN http://account.viber.com//NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,the/DT new/JJ rate/NN will/MD apply/VB to/TO your/PRP$ next/JJ phone/NN call/NN after/IN the/DT new/JJ rates/NNS have/VBP been/VBN published/VBN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,please/VB check/VB the/DT latest/JJS rates/NNS before/IN you/PRP make/VBP your/PRP$ call/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"if/IN you/PRP do/VBP not/RB accept/VB the/DT new/JJ rates/NNS ,/, do/VBP not/RB make/VB your/PRP$ call/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,8.1.3/CD the/DT duration/NN of/IN a/DT call/NN shall/MD be/VB based/VBN on/IN one-minute/JJ increments/NNS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,fractions/NNS of/IN minutes/NNS will/MD be/VB rounded/VBN up/RP to/TO the/DT next/JJ minute/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"at/IN the/DT end/NN of/IN a/DT call/NN ,/, fractional/JJ cent/NN charges/NNS will/MD be/VB rounded/VBN up/RP or/CC down/RP to/TO the/DT nearest/JJS whole/JJ cent/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,for/IN example/NN a/DT total/JJ call/NN at/IN a/DT price/NN of/IN $/$ 0.034/CD will/MD be/VB rounded/VBN to/TO $/$ 0.03/CD ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"during/IN the/DT call/NN ,/, charges/NNS incurred/VBN will/MD be/VB deducted/VBN automatically/RB from/IN the/DT viber/NNP credit/NNP balance/NN in/IN your/PRP$ user/NN account/NNP ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,8.2/CD the/DT charges/NNS for/IN other/JJ viber/NNP products/NNS or/CC features/NNS will/MD be/VB confirmed/VBN to/TO you/PRP before/IN you/PRP complete/VB a/DT purchase/NN from/IN viber/NNP ./. ,Viber.txt
1,0,1,0,0,0,0,0,0,viber/NNP may/MD change/VB the/DT prices/NNS of/IN such/JJ products/NNS at/IN any/DT time/NN without/IN any/DT notice/NN to/TO you/PRP ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,you/PRP can/MD choose/VB whether/IN or/CC not/RB to/TO accept/VB the/DT new/JJ charges/NNS prior/RB to/TO completing/VBG your/PRP$ next/JJ purchase/NN of/IN the/DT applicable/JJ product/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,the/DT new/JJ prices/NNS will/MD apply/VB to/TO your/PRP$ next/JJ purchase/NN after/IN the/DT new/JJ prices/NNS have/VBP been/VBN published/VBN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"8.3/CD from/IN time/NN to/TO time/NN ,/, viber/NNP may/MD offer/VB products/NNS or/CC features/NNS available/JJ at/IN no/DT charge/NN for/IN a/DT trial/NN period/NN ,/, at/IN viber/NNP 's/POS sole/JJ discretion/NN ,/, including/VBG as/IN to/TO duration/NN and/CC scope/NN of/IN no/DT charge/NN offers/VBZ ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"however/RB ,/, viber/NNP reserves/NNS the/DT right/NN to/TO charge/VB you/PRP for/IN such/JJ products/NNS -lrb-/-LRB- at/IN the/DT normal/JJ rate/NN -rrb-/-RRB- in/IN the/DT event/NN that/WDT viber/NNP determines/VBZ -lrb-/-LRB- in/IN its/PRP$ reasonable/JJ discretion/NN -rrb-/-RRB- that/IN you/PRP are/VBP abusing/VBG the/DT terms/NNS of/IN the/DT offer/NN ,/, including/VBG if/IN you/PRP are/VBP using/VBG any/DT service/NN ,/, proxy/NN or/CC other/JJ device/NN or/CC anonymous/JJ ip/NNP address/NN that/WDT prevents/VBZ us/PRP from/IN locating/VBG you/PRP ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,8.4/CD viber/NNP may/MD collect/VB vat/NNP or/CC other/JJ indirect/JJ taxes/NNS at/IN the/DT applicable/JJ rate/NN for/IN the/DT particular/JJ country/NN -lrb-/-LRB- as/IN per/IN applicable/JJ tax/NN rules/NNS -rrb-/-RRB- at/IN the/DT time/NN of/IN purchase/NN of/IN viber/NNP credit/NNP or/CC at/IN the/DT time/NN you/PRP use/VBP the/DT viber/NNP credit/NNP ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,8.5/CD using/VBG the/DT service/NN on/IN mobile/JJ applications/NNS will/MD use/VB some/DT of/IN the/DT data/NNS allowance/NN available/JJ on/IN the/DT data/NNS package/NN to/TO which/WDT you/PRP have/VBP subscribed/VBN with/IN your/PRP$ mobile/JJ network/NN operator/NN as/IN the/DT case/NN may/MD be/VB ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"out-of-country/JJ usage/NN may/MD in/IN any/DT event/NN lead/NN to/TO significantly/RB higher/JJR costs/NNS than/IN regular/JJ usage/NN ,/, and/CC you/PRP are/VBP solely/RB responsible/JJ for/IN keeping/VBG yourself/PRP informed/VBN and/CC paying/VBG for/IN possible/JJ roaming/NN and/CC other/JJ applicable/JJ charges/NNS levied/VBN by/IN your/PRP$ mobile/JJ network/NN operator/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"you/PRP can/MD find/VB information/NN about/IN payments/NNS ,/, credits/NNS and/CC refunds/NNS in/IN our/PRP$ payments/NNS policy/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,9.1/CD you/PRP can/MD purchase/VB credits/NNS -lrb-/-LRB- ``/`` viber/NNP credit/NNP ''/'' -rrb-/-RRB- using/VBG any/DT payment/NN method/NN made/VBN available/JJ to/TO you/PRP by/IN viber/NNP from/IN time/NN to/TO time/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,the/DT viber/NNP credit/NNP that/IN you/PRP purchase/VBP will/MD be/VB applied/VBN to/TO your/PRP$ user/NN account/NNP at/IN the/DT time/NN of/IN purchase/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,we/PRP will/MD send/VB you/PRP an/DT acknowledgement/NN of/IN your/PRP$ order/NN of/IN viber/NNP credit/NNP -lsb-/-LRB- by/IN email/NN -rsb-/-RRB- ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,we/PRP use/VBP the/DT services/NNS of/IN third/JJ parties/NNS to/TO process/VB your/PRP$ payments/NNS and/CC we/PRP require/VBP that/IN these/DT third/JJ parties/NNS take/VBP the/DT appropriate/JJ organizational/JJ and/CC technical/JJ measures/NNS to/TO protect/VB your/PRP$ personal/JJ data/NNS and/CC traffic/NN data/NNS and/CC to/TO comply/VB with/IN relevant/JJ laws/NNS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,please/VB review/VB the/DT terms/NNS of/IN use/NN and/CC privacy/NN policies/NNS of/IN those/DT third/JJ parties/NNS before/IN providing/VBG your/PRP$ banking/NN or/CC payment/NN information/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,you/PRP agree/VBP that/IN you/PRP are/VBP not/RB relying/VBG on/IN the/DT future/JJ availability/NN of/IN any/DT feature/NN or/CC product/NN offered/VBD through/IN the/DT service/NNP in/IN agreeing/VBG to/TO or/CC making/VBG payments/NNS hereunder/RB ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,you/PRP can/MD change/VB your/PRP$ payment/NN method/NN and/CC billing/NN information/NN by/IN logging/VBG into/IN your/PRP$ viber/NNP account/NN at/IN http://account.viber.com//NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,you/PRP agree/VBP that/IN viber/NNP may/MD use/VB information/NN regarding/VBG your/PRP$ selected/VBN payment/NN method/NN provided/VBN by/IN your/PRP$ issuing/VBG bank/NN or/CC applicable/JJ payment/NN system/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"if/IN you/PRP pay/VBP with/IN foreign/JJ currency/NN ,/, you/PRP agree/VBP that/IN the/DT amount/NN you/PRP are/VBP eventually/RB credited/VBN may/MD vary/VB ,/, as/IN a/DT result/NN of/IN foreign/JJ currency/NN conversion/NN policies/NNS of/IN our/PRP$ third/JJ party/NN payment/NN processors/NNS ,/, which/WDT you/PRP can/MD find/VB at/IN the/DT relevant/JJ website/NN or/CC location/NN where/WRB you/PRP make/VBP the/DT actual/JJ purchase/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"9.2/CD if/IN you/PRP do/VBP not/RB use/VB your/PRP$ viber/NNP credit/NNP for/IN a/DT period/NN of/IN six/CD months/NNS -lrb-/-LRB- including/VBG viber/NNP credit/NNP that/WDT has/VBZ been/VBN allocated/VBN to/TO you/PRP by/IN a/DT viber/NNP administrator/NN -rrb-/-RRB- ,/, such/JJ credits/NNS will/MD be/VB frozen/VBN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"you/PRP can/MD reactivate/VB the/DT viber/NNP credit/NNP by/IN accessing/VBG your/PRP$ viber-out/JJ account/NN on/IN viber.com/NNP ,/, and/CC following/VBG the/DT instructions/NNS therein/RB ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"if/IN your/PRP$ viber/NNP account/NN is/VBZ deactivated/VBN ,/, your/PRP$ viber/NNP credit/NNP will/MD be/VB lost/VBN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,"for/IN this/DT purpose/NN ,/, viber/NNP account/NNP may/MD be/VB deactivated/VBN in/IN any/DT of/IN the/DT following/NN :/: -lrb-/-LRB- i/LS -rrb-/-RRB- you/PRP actively/RB deactivate/VBP your/PRP$ account/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,-lrb-/-LRB- ii/LS -rrb-/-RRB- you/PRP remove/VB viber/NNP from/IN your/PRP$ mobile/JJ device/NN and/CC do/VBP not/RB reinstall/VB it/PRP within/IN three/CD months/NNS -lrb-/-LRB- iii/LS -rrb-/-RRB- you/PRP do/VBP not/RB log/VB in/IN to/TO viber/NNP for/IN twelve/CD consecutive/JJ months/NNS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"for/IN japanese/JJ numbers/NNS -lrb-/-LRB- +81/CD -rrb-/-RRB- ,/, viber/NNP credit/NNP expires/VBZ within/IN 180/CD days/NNS of/IN purchase/NN ,/, with/IN no/DT ability/NN to/TO reactivate/VB ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,9.3/CD viber/NNP credit/NNP currently/RB can/MD be/VB used/VBN only/RB for/IN viber/NNP out/IN calls/NNS ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"the/DT recurring/VBG charge/NN feature/NN will/MD be/VB automatically/RB enabled/VBN when/WRB you/PRP buy/VBP viber/NNP credit/NNP through/IN the/DT viber/NNP website/NN ,/, unless/IN you/PRP uncheck/VBP the/DT appropriate/JJ checkbox/NN at/IN the/DT time/NN of/IN purchase/NN ./. ",Viber.txt
0,0,0,0,0,0,0,0,0,your/PRP$ viber/NNP credit/NNP balance/NN will/MD be/VB recharged/VBN with/IN the/DT same/JJ amount/NN and/CC by/IN the/DT same/JJ payment/NN method/NN you/PRP initially/RB designated/VBN when/WRB you/PRP registered/VBD your/PRP$ account/NN every/DT time/NN your/PRP$ viber/NNP account/NN balance/NN goes/VBZ below/IN the/DT threshold/NN set/VBN by/IN viber/NNP from/IN time/NN to/TO time/NN ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,you/PRP can/MD disable/VB the/DT recurring/VBG charge/NN feature/NN at/IN any/DT time/NN by/IN accessing/VBG your/PRP$ user/NN account/NNP ./. ,Viber.txt
0,0,0,0,0,0,0,0,0,"any/DT charges/NNS mentioned/VBN in/IN specific/JJ currencies/NNS are/VBP solely/RB considered/VBN as/IN examples/NNS ,/, and/CC do/VBP not/RB take/VB currency/NN fluctuations/NNS or/CC discrepancies/NNS into/IN account/NN ./. ",Viber.txt
