label,sentences,document
0, 9 5 in the event of any errors relating to the pricing or specifications viber shall have the right to refuse or cancel any orders in its sole discretion ,Viber.txt
0, if we charged your credit card or other account prior to cancellation we will issue a credit to your account in the amount of the charge ,Viber.txt
0, 10 1 except as provided by law all purchases are final and non refundable ,Viber.txt
0, if you believe that viber has charged you in error you must contact viber within 90 days of such charge ,Viber.txt
0, no refunds will be given for any charges more than 90 days old ,Viber.txt
0, if you purchase any digital content from viber any right you may have to withdraw from or cancel the purchase will terminate once the digital content has been delivered to you upon your request and you will not be entitled to claim any refund except where you believe viber has charged you in error ,Viber.txt
0, if you use third party services to purchase viber out credit such purchase is also subject to the terms of such third party lrb including with respect to payment terms refunds etc rrb ,Viber.txt
0, 10 2 viber reserves the right to refuse a refund request if it reasonably believes or suspects lrb i rrb that you are trying to unfairly exploit this refund policy for example by making repetitive refund requests in respect of the same product or feature lrb ii rrb that you are in breach of the terms of this license lrb iii rrb that you are using any of our products fraudulently or that your user account is being used by a third party fraudulently or lrb iv rrb that you purchased your credit through a third party service and the terms of such third party do not allow such refund ,Viber.txt
0, this refund policy does not affect any of your statutory rights to pursue a claim ,Viber.txt
0, the materials information and opinions included and or expressed in or on public accounts and or public chats comment sections community pages or other forums on this service lrb forums rrb are not necessarily those of the viber group or content providers ,Viber.txt
0, viber does not undertake to monitor or review forums and the content of forums is not the responsibility of viber ,Viber.txt
1, viber may remove or modify any content without notice or liability at any time in viber s sole discretion ,Viber.txt
1, any use of the forums will be at your own risk and will be subject to the disclaimers and limitations on liability set out above ,Viber.txt
0, we want you to share your good vibes through our service ,Viber.txt
0, this is why we have different features allowing you to do so ,Viber.txt
1, however because we want to protect you and other users and make sure your experience is positive we reserve the right at all times lrb but will not have an obligation rrb to remove or refuse to distribute any user content on the service to suspend or terminate users and to block participants of viber public chats without liability to us including where such user content in our sole discretion violates these terms including these house rules the public chat public accounts terms guidelines or any additional terms or that we otherwise find objectionable ,Viber.txt
0, we also reserve the right to respond to user support requests or reports provided through the viber app or protect the rights property or safety of viber its users and the public ,Viber.txt
0, lrb a rrb public chats the service allows users to follow public chats conducted on the service ,Viber.txt
0, public chats are conversations held between groups of participants who have a common interest or affiliation and are chatting amongst themselves on viber while any viber user choosing to follow such public chat lrb viber public chat rrb publically views the chat ,Viber.txt
0, viber public chats may include content that is not suitable for children and therefore persons viewing following or participating in a public chat must be at least 13 years old ,Viber.txt
0, please review the public chat public accounts terms guidelines and the content guidelines lrb which are part of these terms rrb to understand more about what s prohibited on viber public chat and what terms apply when you use this feature ,Viber.txt
0, you can always unfollow a viber public chat if you find it to be unsuitable for you in any way ,Viber.txt
0, viber does not undertake to monitor public chats or other forums and the content posted on public chats and other forums is not the responsibility of viber ,Viber.txt
0, lrb b rrb comments when you use our public forums your content is public and you allowing anyone on viber and elsewhere to view it and associate it with you ,Viber.txt
0, your content will be used to help improve how we offer content to you and other users ,Viber.txt
0, by posting or uploading any user content to viber you specifically grant us the a non exclusive transferable sub licensable royalty free worldwide license to use any intellectual property rights for the content that you share publicly on or in connection with our service ,Viber.txt
0, this license will end once you delete such content or your account unless users who have seen the content saved it ,Viber.txt
0, removed content may persist in backup copies for a reasonable period of time lrb but will not be available to others rrb ,Viber.txt
0, our use of your user content ,Viber.txt
0, viber will consider anything you provide to viber including feedback ideas or suggestions and or contribute to this service as available for our use free of any obligations to you lrb including any payment rrb ,Viber.txt
0, under no circumstances will we pay you for the use of your ideas or submissions ,Viber.txt
0, if you believe that any materials accessible on or from the service infringe your copyrights you may request the removal of those materials lrb or access thereto rrb by contacting our copyright agent ,Viber.txt
0, please go to the dmca notification page to review our dmca notification guidelines and procedures viber dmca policy ,Viber.txt
0, you may only use our service and its contents for lawful purposes and in accordance with applicable law and you are prohibited from storing distributing or transmitting any unlawful material through this service otherwise you may be exposed to criminal and or civil liability ,Viber.txt
0, you agree that if a third party claims that material you have contributed to our service is unlawful you will bear the burden of establishing that it is lawful ,Viber.txt
0, you understand and agree that all materials publicly posted or privately transmitted on or through this service are the sole responsibility of the sender not viber and that you are responsible for all material you upload publicly post or otherwise transmit to or through this service ,Viber.txt
0, system abuse bulk messaging ,Viber.txt
0, without limitation you agree not to send create or reply to so called mailbombs lrb i e sending copies of a single message to many users or sending large or multiple files or messages to a single user with malicious intent rrb or engage in spamming lrb i e sending unsolicited messages for business or other purposes rrb in addition you agree not to send bulk messaging lrb i e sending messages for business or other commercial purposes rrb without written permission by viber or undertake any other activity which may adversely affect the operation or enjoyment of this service by any other person including placing malware on the service ,Viber.txt
0, you may not reproduce sell resell or otherwise exploit any resource or access to any resource contained on this service ,Viber.txt
0, if you create a user account by selecting a password and providing your name you are responsible for all activities that occur under your user account ,Viber.txt
0, you agree to notify viber immediately of any unauthorized use of your user account or any breach of security with respect to your user account including your password ,Viber.txt
1, viber will not be liable for any loss that you may incur as a result of someone else using your user account either with or without your knowledge ,Viber.txt
0, in addition you may be held liable for any losses incurred by us or another party due to someone else using your user account ,Viber.txt
0, viber shall be entitled to monitor your user account and password and at its discretion require you to change your password ,Viber.txt
1, if you use a username and password that viber considers insecure viber will be entitled to require this to be changed and or terminate your user account ,Viber.txt
0, you are prohibited from using any services or facilities provided in connection with this service to compromise security or tamper with system resources and or accounts ,Viber.txt
0, the use or distribution of tools designed for compromising security lrb e g password guessing programs cracking tools malware or network probing tools rrb is strictly prohibited ,Viber.txt
0, if you become involved in any violation of system security viber reserves the right to release your details to system administrators at other sites law enforcement and or governmental authorities in order to assist them in resolving security incidents ,Viber.txt
0, we aspire that you will always continue to share good vibes through the use of our service but you may terminate your relationship with viber at any time ,Viber.txt
0, if you are using our free service you may simply cease to use the service ,Viber.txt
0, if you registered for our viber out service lrb described above rrb you can request that viber delete your account and our cancellation policy shall apply ,Viber.txt
1, where permissible under the law viber has the right to terminate your rights under our service without notice ,Viber.txt
0, although we make great efforts to make our service error and interruption free we can not promise that such efforts will result with such desired performance ,Viber.txt
0, your use of this service is at your own risk ,Viber.txt
0, no oral or written information or advice given by us shall create a warranty ,Viber.txt
0, the service and all the materials information software facilities services and other content in the site are provided as is and as available without warranties of any kind either express or implied ,Viber.txt
0, to the fullest extent permissible pursuant to applicable law viber its parent rakuten and any subsidiaries or affiliated companies of viber lrb the viber group rrb disclaim all warranties express or implied including but not limited to implied warranties of merchantability fitness for a particular purpose and non infringement ,Viber.txt
0, the viber group does not warrant that the functions contained on or through this service will be available uninterrupted or error free that defects will be corrected or that the service or the servers that make the service available are free of viruses or other harmful components ,Viber.txt
0, the viber group does not warrant or make any representations regarding the use or the results of the use of the material information software facilities services or other content on the service or any websites linked to the service in terms of their correctness accuracy reliability or otherwise ,Viber.txt
0, the viber group makes no warranties that your use of the materials information software facilities services or other content of the service will not infringe the rights of others and the viber group assumes no liability or responsibility for errors or omissions in such materials information software facilities services or other content of the service or any other website ,Viber.txt
0, if applicable law does not allow the exclusion of some or all of the above implied warranties to apply to you the above exclusions will apply to you only to the extent permitted by applicable law ,Viber.txt
0, if you are accessing a united kingdom or luxembourg version of the service nothing in this agreement shall exclude or limit liability for death or personal injury resulting from the negligence of either party or their servants agents or employees ,Viber.txt
1, the viber group disclaims all liability whether based in contract tort lrb including negligence rrb strict liability or otherwise and does not accept any liability for any loss or damage lrb direct indirect punitive actual consequential incidental special exemplary or otherwise rrb resulting from any use of or inability to use the service or any other site app or service or the material information software facilities services or other content on the service or any other site app or service regardless of the basis upon which liability is claimed and even if any member of the viber group has been advised of the possibility of such loss or damage ,Viber.txt
0, without limitation you lrb and not any member of the viber group rrb assume the entire cost of all necessary servicing repair or correction in the event of any such loss or damage arising therein ,Viber.txt
1, if applicable law does not allow all or any part of the above limitation of liability to apply to you the limitations will apply to you only to the extent permitted by applicable law ,Viber.txt
1, in no event shall our total liability to you for all damages lrb other than as may be required by applicable law in cases involving personal injury rrb exceed the amount of fifty dollars lrb 50 00 rrb ,Viber.txt
0, the foregoing limitations will apply even if the above stated remedy fails of its essential purpose ,Viber.txt
0, you agree to indemnify and hold harmless the viber group from and against any and all claims demands liabilities costs or expenses including reasonable attorney s fees resulting from your breach of these terms including any of the foregoing provisions representations or warranties from your placement or transmission of any content onto viber s servers and or from any and all use of your user account ,Viber.txt
0, if you have a dispute with one or more users lrb including game developers and or merchants rrb you release the viber group from claims demands liabilities costs or expenses and damages lrb actual and consequential of every kind and nature known and unknown arising out of or in any way connected with such disputes rrb ,Viber.txt
0, in entering into this release you expressly waive any protections lrb whether statutory or otherwise rrb to the extent permitted by applicable law that would otherwise limit the coverage of this release to include only those claims which you may know or suspect to exist in your favor at the time of agreeing to this release ,Viber.txt
0, viber may seek to gather information from a user who is suspected of violating these terms and from any other user ,Viber.txt
0, viber may suspend any users whose conduct or postings are under investigation and may remove such material from its servers as it deems appropriate and without notice ,Viber.txt
1, if viber believes in its sole discretion that a violation of these terms has occurred it may edit or modify any submission posting or emails remove the material permanently cancel postings warn users suspend users and passwords terminate accounts or take other corrective action it deems appropriate ,Viber.txt
0, viber may fully cooperate with any law enforcement authorities or court order requesting or directing viber to disclose the identity of anyone posting any content or publishing or otherwise making available any materials that are believed to violate these terms ,Viber.txt
0, by accepting this agreement you waive and hold harmless all members of the viber group from any claims resulting from any action taken by any member of the viber group during or as a result of its investigations and or from any actions taken as a consequnce of investigations by either a member of the viber group or law enforcement authorities ,Viber.txt
1, viber reserves the right to modify or discontinue temporarily or permanently all or any part of this service and or any software facilities and services on this service with or without notice and or to establish general guidelines and limitations on their use ,Viber.txt
0, we make no representation that our service is available for use or permitted by law in any particular location ,Viber.txt
0, to the extent you choose to access our service you do so at your own initiative and are responsible for compliance with any applicable laws including but not limited to applicable local laws ,Viber.txt
0, you are responsible for complying with local laws if and to the extent local laws are applicable ,Viber.txt
0, you specifically agree to comply with all applicable laws concerning the transmission of technical data exported from the united states or the country you reside in ,Viber.txt
0, this service may link you to other sites on the internet and third party partners which cooperate with us to provide you certain services such as western union ,Viber.txt
0, these sites may contain information or material that some people may find inappropriate or offensive ,Viber.txt
0, these other sites are not under the control of viber and you acknowledge that lrb whether or not such sites are affiliated in any way with viber rrb viber is not responsible for the accuracy copyright compliance legality decency or any other aspect of the content of such sites and that your use of such sites is subject to their respective terms of use ,Viber.txt
0, the inclusion of such a link does not imply endorsement of any site by viber or any association with its operators ,Viber.txt
0, viber can not ensure that you will be satisfied with any products or services that you purchase from any third party site that links to or from viber since the third party sites are owned and operated by independent retailers ,Viber.txt
0, viber does not endorse any of the merchandise nor has viber taken any steps to confirm the accuracy or reliability of any of the information contained on such third party sites ,Viber.txt
0, viber does not make any representations or warranties as to the security of any information lrb including without limitation credit card and other personal information rrb you might be requested to give any third party and you irrevocably waive any claim against us with respect to such sites ,Viber.txt
0, we strongly encourage you to make whatever investigation you feel necessary or appropriate before proceeding with any online transaction with any of these third parties ,Viber.txt
0, any area of this service that is accessed through any proprietary online service is subject to the rules policies and guidelines of such proprietary online service ,Viber.txt
0, the materials and all other content in this service are presented for the purpose of providing information regarding the viber services available in the united states and elsewhere ,Viber.txt
1, to the extent permitted by law and with the exception of section 8 lrb which will be construed in accordance with the faa and new york law rrb these terms shall be governed by construed and enforced in accordance with the laws of the state of new york as they are applied to agreements entered into and to be performed entirely within new york ,Viber.txt
0, binding arbitration of all disputes no class relief ,Viber.txt
0, this section sets forth the exclusive way you can resolve any dispute you may have with us ,Viber.txt
1, if you ever wish to seek any relief from us you agree to do it only through arbitration and you waive the ability to pursue class action ,Viber.txt
1, lrb a rrb you s residents to the fullest extent permissible by law with the exception of disputes pertaining to viber s intellectual property rights and certain statutory claims that pursuant to law are not arbitrable any dispute of any kind between you and viber arising under these terms shall be resolved through binding arbitration pursuant to the jams streamlined arbitration rules and procedures on an individual basis with no class relief ,Viber.txt
0, the arbitrator shall be a retired judge or justice of any new york state or federal court with substantial experience in the internet industry and shall follow new york substantive law in adjudicating the dispute except that this section 8 lrb a rrb shall be construed as a written agreement to arbitrate pursuant to the federal arbitration act lrb faa rrb ,Viber.txt
0, you and we agree that we intend that this section 8 lrb a rrb satisfies the writing requirement of the faa ,Viber.txt
0, the hearing shall be conducted in the county that encompasses the billing address you have provided to viber ,Viber.txt
0, for any claim in which you seek you s 10 000 00 or less you shall have the choice as to whether the hearing is conducted in person by telephone or instead the arbitrator may decide the dispute without a hearing ,Viber.txt
0, for those claims that the arbitrator determines are not frivolous viber shall pay the costs and fees of jams and the arbitrator ,Viber.txt
0, viber agrees that it will not seek reimbursement from you for its costs and fees incurred by it in the arbitration ,Viber.txt
0, agreement to these terms constitutes an agreement to pursue your claim on an individual basis and a waiver of the ability to pursue your claim in a class action ,Viber.txt
0, lrb b rrb non you s residents if any controversy allegation or claim lrb including any non contractual claim rrb arises out of or relates to the service or the terms lrb a section 8 lrb b rrb dispute rrb then you and we agree to send a written notice to the other providing a reasonable description of the section 8 lrb b rrb dispute along with a proposed resolution of it ,Viber.txt
0, our notice to you will be sent to you based on the most recent contact information that you provide us ,Viber.txt
0, but if no such information exists or if such information is not current then we have no obligation under this section 8 lrb b rrb ,Viber.txt
0, your notice to us must be sent to us at viberforeigndispute viber com ,Viber.txt
0, for a period of sixty lrb 60 rrb days from the date of receipt of notice from the other party viber and you will engage in a dialogue in order to attempt to resolve the section 8 lrb b rrb dispute though nothing will require either you or viber to resolve the section 8 lrb b rrb dispute on terms which either you or viber in each of our sole discretion are uncomfortable with ,Viber.txt
0, if your section 8 lrb b rrb dispute against viber involves a paid viber service and we are unable to resolve it through dialogue lrb as described above rrb viber will directive 2013 11 eu on consumer alternative dispute resolution ,Viber.txt
0, the european commission online dispute resolution lrb odr rrb can be accessed at eu europa eu odr ,Viber.txt
0, this service is controlled and operated by viber media s a r l a societe a responsabilite limitee incorporated under the laws of the grand duchy of luxembourg with registered office at 2 rue des fosse l 1536 luxembourg grand duchy of luxembourg and registered with the trade and companies register of luxembourg ,Viber.txt
0, please forward any comments or complaints about the service to techsupport viber com ,Viber.txt
0, please forward any questions regarding privacy to privacy viber com and other legal matters to support viber com ,Viber.txt
0, if any provision of these terms are adjudged by written decision to be unlawful void or for any reason unenforceable then that provision shall be deemed severable from this agreement and shall not affect the validity and enforceability of any remaining provisions ,Viber.txt
0, this is the entire agreement between you and viber relating to the matters contained here and the service ,Viber.txt
0, in the event you read these terms in any language other than english you agree that in the event of any discrepancies the english version shall prevail ,Viber.txt
0, version 06 2017 lrb en eu rrb ,Nintendo.txt
0, this is a binding agreement between you an individual nintendo co ltd 11 1 hokotate cho kamitoba minami ku kyoto 601 8501 japan lrb ncl rrb and nintendo of europe gmbh herriotstrasse 4 60528 frankfurt am main germany lrb noe rrb ,Nintendo.txt
0, noe and ncl are together and individually referred to as nintendo or we or our ,Nintendo.txt
0, this nintendo account agreement lrb the agreement rrb covers your use of the nintendo account ,Nintendo.txt
0, this agreement comes into force when you register your nintendo account and indicate your acceptance of this agreement during the registration by means specifically provided by nintendo for this purpose ,Nintendo.txt
0, if you are under the age of 18 your parent or legal guardian must accept this agreement on your behalf ,Nintendo.txt
0, in this agreement the following terms shall have the following meanings ,Nintendo.txt
0, digital products refers to all games applications software add on content for games applications and software vouchers for digital services and other digital content which can be accessed via the nintendo account service ,Nintendo.txt
0, nintendo account refers to an individual account created by ncl for a person who submitted the registration request and accepted the terms of this agreement by means specifically provided by ncl for this purpose ,Nintendo.txt
0, nintendo account service refers to an aggregate of all games applications software services portals data websites and other content whether commercial or non commercial content of nintendo or third party partners of nintendo that is available to users with a registered nintendo account when they access games applications software portals messages information data and other content identified as nintendo account service content on any device connected to the internet ,Nintendo.txt
0, nintendo intellectual property refers to all intellectual property including but not limited to registered and unregistered trademarks service marks logos registered and unregistered designs copyrights database rights inventions patents trade secrets know how mii characters and other confidential and proprietary information which nintendo developed owns or is granted a licence to use ,Nintendo.txt
0, nintendo shopping services refers to any applications software and services available as nintendo account service that allow users by using a nintendo account to lrb i rrb acquire digital products from noe free of charge or against payment and or to lrb ii rrb register licenses for and download games applications software add on content for games applications and software vouchers for digital services and other digital content ,Nintendo.txt
0, third party services refers to any applications software add on content services websites portals data and other digital content provided by third parties that may be accessible via the nintendo account service but that are not operated by nintendo and that allow users to access or register games applications software and other digital content of third parties independently from the nintendo account under the terms established by third parties ,Nintendo.txt
0, user device refers to a device manufactured by nintendo or a third party on which a nintendo account user uses a nintendo account to access the nintendo account service ,Nintendo.txt
0, user generated content refers to any communications messages text images drawings photos sound voice audio recordings music movies information data and any other material and content lrb including user names nicknames customised mii characters mii nicknames customised levels maps scenarios etc rrb that is created by or licensed to nintendo account users and that is posted sent or otherwise made available by a nintendo account user via the nintendo account service ,Nintendo.txt
0, to use the nintendo account service you must register a nintendo account with ncl ,Nintendo.txt
0, you must provide accurate and complete data during the registration and update your registration data if it changes ,Nintendo.txt
0, if you change the country registered with your nintendo account you must agree to the nintendo account agreement applicable for the new country ,Nintendo.txt
0, the nintendo account is personal to you and you may not sell trade assign or otherwise transfer your nintendo account to any other person or entity ,Nintendo.txt
0, you are responsible for all transactions made via your nintendo account ,Nintendo.txt
0, you must keep your sign in information secure at all times ,Nintendo.txt
0, in the event you become aware of or reasonably suspect any breach of security such as an unauthorised access to your nintendo account by a third party or any loss theft or disclosure of your sign in information you must immediately notify ncl ,Nintendo.txt
0, ncl at its sole discretion may allow you to link your nintendo account to one or several devices manufactured by nintendo or third parties ,Nintendo.txt
0, if your nintendo account is linked to such a device you must delete your nintendo account and any other content that is personal to you from such a device before you sell or otherwise transfer this device to another person ,Nintendo.txt
0, you may be able to set up additional nintendo accounts on behalf of your children or wards that are dependent on your nintendo account ,Nintendo.txt
0, you agree to be bound by this agreement for any such associated nintendo accounts lrb including those for children below the age of 13 rrb you hold now or set up later and that you are responsible for all activities and transactions that take place through your nintendo account and any associated nintendo accounts ,Nintendo.txt
0, children from the age of 13 may use a nintendo account set up for them by their parent or legal guardian which is not an associated nintendo account ,Nintendo.txt
0, parents or legal guardians must supervise their children s use of the nintendo account at all times ,Nintendo.txt
0, parents or legal guardians are responsible for using the parental control functionalities offered by nintendo as part of the nintendo account service if they want to limit their children s use of nintendo account service ,Nintendo.txt
0, 3 use of nintendo account service,Nintendo.txt
0, the nintendo account service is solely for your own personal recreational and non commercial use ,Nintendo.txt
0, the nintendo account service must not be used for any other purpose ,Nintendo.txt
0, you are responsible for all costs in relation to the use of your nintendo account whether by yourself or by your friends your family or any other third party lrb including any internet connection fees the costs for the necessary equipment and any other relevant fees and charges rrb ,Nintendo.txt
0, the exact amount of these costs depends among other things on the device that you use to access the nintendo account service on your activities in the nintendo account service and on the conditions of your internet access provider ,Nintendo.txt
0, the nintendo account service is not available in all countries ,Nintendo.txt
0, games applications software services portals data and other content offered via the nintendo account service may differ from country to country ,Nintendo.txt
1, nintendo may from time to time change the nintendo account service in part or in whole for the benefit of the nintendo account service users ,Nintendo.txt
0, age restrictions may apply to certain nintendo account services ,Nintendo.txt
0, ncl is not responsible for any user generated content ,Nintendo.txt
0, user generated content is the sole responsibility of the nintendo account user who posted sent or otherwise made available such user generated content via the nintendo account ,Nintendo.txt
0, ncl is not obligated to monitor user generated content ,Nintendo.txt
1, however if nintendo becomes aware of possibly unlawful or inappropriate user generated content ncl reserves the right to delete or to block access to such user generated content at its own discretion ,Nintendo.txt
